TIMESTAMPms	M1ATTITUDEpitch	M1ATTITUDEpitchspeed	M1ATTITUDEroll	M1ATTITUDErollspeed	M1ATTITUDEtimebootms	M1ATTITUDEyaw	M1ATTITUDEyawspeed	M1BATTERYSTATUScurrentconsumed	M1BATTERYSTATUSenergyconsumed	M1GLOBALPOSITIONINThdg	M1GLOBALPOSITIONINTvx	M1GLOBALPOSITIONINTvy	M1GLOBALPOSITIONINTvz	M1RCCHANNELSchan1raw	M1RCCHANNELSchan2raw	M1RCCHANNELSchan3raw	M1RCCHANNELSchan4raw	M1SYSSTATUScurrentbattery	M1SYSSTATUSvoltagebattery
20418	-2.118441909551620e-01	3.921909034252167e-01	5.518358349800110e-01	8.333175629377365e-02	1.667963000000000e+06	1.988252282142639e+00	3.732378780841827e-01	5.920000000000000e+02	-1.000000000000000e+00	1.145300000000000e+04	1.400000000000000e+01	-1.800000000000000e+01	6.000000000000000e+00	1.495000000000000e+03	1.495000000000000e+03	1.628000000000000e+03	1.500000000000000e+03	6.370000000000000e+02	1.127400000000000e+04
20426	-2.118441909551620e-01	3.921909034252167e-01	5.518358349800110e-01	8.333175629377365e-02	1.667963000000000e+06	1.988252282142639e+00	3.732378780841827e-01	5.940000000000000e+02	-1.000000000000000e+00	1.145300000000000e+04	1.400000000000000e+01	-1.800000000000000e+01	6.000000000000000e+00	1.495000000000000e+03	1.495000000000000e+03	1.628000000000000e+03	1.500000000000000e+03	6.370000000000000e+02	1.127400000000000e+04
20467	-1.937960088253021e-01	5.387607216835022e-01	5.468183159828186e-01	3.279542177915573e-02	1.668056000000000e+06	2.037884473800659e+00	3.236030340194702e-01	5.940000000000000e+02	-1.000000000000000e+00	1.145300000000000e+04	1.400000000000000e+01	-1.800000000000000e+01	6.000000000000000e+00	1.495000000000000e+03	1.495000000000000e+03	1.628000000000000e+03	1.500000000000000e+03	6.370000000000000e+02	1.127400000000000e+04
20558	-1.591388136148453e-01	5.776375532150269e-01	5.338799357414246e-01	-7.798229157924652e-02	1.668147000000000e+06	2.085720777511597e+00	1.693440377712250e-01	5.940000000000000e+02	-1.000000000000000e+00	1.145300000000000e+04	1.400000000000000e+01	-1.800000000000000e+01	6.000000000000000e+00	1.495000000000000e+03	1.495000000000000e+03	1.628000000000000e+03	1.500000000000000e+03	6.370000000000000e+02	1.127400000000000e+04
20646	-1.315756589174271e-01	4.697209596633911e-01	5.152120590209961e-01	-2.347343266010284e-01	1.668235000000000e+06	2.126164436340332e+00	2.814333736896515e-01	5.940000000000000e+02	-1.000000000000000e+00	1.145300000000000e+04	1.400000000000000e+01	-1.800000000000000e+01	6.000000000000000e+00	1.495000000000000e+03	1.495000000000000e+03	1.628000000000000e+03	1.500000000000000e+03	6.370000000000000e+02	1.127400000000000e+04
20721	-1.315756589174271e-01	4.697209596633911e-01	5.152120590209961e-01	-2.347343266010284e-01	1.668235000000000e+06	2.126164436340332e+00	2.814333736896515e-01	5.940000000000000e+02	-1.000000000000000e+00	1.145300000000000e+04	1.400000000000000e+01	-1.800000000000000e+01	6.000000000000000e+00	1.495000000000000e+03	1.495000000000000e+03	1.655000000000000e+03	1.500000000000000e+03	6.370000000000000e+02	1.127400000000000e+04
20738	-1.073730289936066e-01	5.311132669448853e-01	4.816616177558899e-01	-3.702895939350128e-01	1.668327000000000e+06	2.173333406448364e+00	3.572832345962524e-01	5.940000000000000e+02	-1.000000000000000e+00	1.145300000000000e+04	1.400000000000000e+01	-1.800000000000000e+01	6.000000000000000e+00	1.495000000000000e+03	1.495000000000000e+03	1.655000000000000e+03	1.500000000000000e+03	6.370000000000000e+02	1.127400000000000e+04
20750	-1.073730289936066e-01	5.311132669448853e-01	4.816616177558899e-01	-3.702895939350128e-01	1.668327000000000e+06	2.173333406448364e+00	3.572832345962524e-01	5.940000000000000e+02	-1.000000000000000e+00	1.248700000000000e+04	1.000000000000000e+01	2.200000000000000e+01	2.200000000000000e+01	1.495000000000000e+03	1.495000000000000e+03	1.655000000000000e+03	1.500000000000000e+03	6.370000000000000e+02	1.127400000000000e+04
20830	-9.969957917928696e-02	-1.198066398501396e-01	4.497208893299103e-01	-1.943521499633789e-01	1.668419000000000e+06	2.217542648315430e+00	5.272759795188904e-01	5.940000000000000e+02	-1.000000000000000e+00	1.248700000000000e+04	1.000000000000000e+01	2.200000000000000e+01	2.200000000000000e+01	1.495000000000000e+03	1.495000000000000e+03	1.655000000000000e+03	1.500000000000000e+03	6.370000000000000e+02	1.127400000000000e+04
20922	-1.635014265775681e-01	-7.595318555831909e-01	4.477446675300598e-01	8.648253977298737e-02	1.668511000000000e+06	2.234284639358521e+00	1.773630082607269e-01	5.940000000000000e+02	-1.000000000000000e+00	1.248700000000000e+04	1.000000000000000e+01	2.200000000000000e+01	2.200000000000000e+01	1.495000000000000e+03	1.495000000000000e+03	1.655000000000000e+03	1.500000000000000e+03	6.370000000000000e+02	1.127400000000000e+04
21010	-1.812719404697418e-01	-3.693633154034615e-02	4.432800710201263e-01	-2.697365581989288e-01	1.668599000000000e+06	2.177579879760742e+00	-1.182456612586975e+00	5.940000000000000e+02	-1.000000000000000e+00	1.248700000000000e+04	1.000000000000000e+01	2.200000000000000e+01	2.200000000000000e+01	1.495000000000000e+03	1.495000000000000e+03	1.655000000000000e+03	1.500000000000000e+03	6.370000000000000e+02	1.127400000000000e+04
21095	-1.812719404697418e-01	-3.693633154034615e-02	4.432800710201263e-01	-2.697365581989288e-01	1.668599000000000e+06	2.177579879760742e+00	-1.182456612586975e+00	5.940000000000000e+02	-1.000000000000000e+00	1.248700000000000e+04	1.000000000000000e+01	2.200000000000000e+01	2.200000000000000e+01	1.495000000000000e+03	1.495000000000000e+03	1.655000000000000e+03	1.493000000000000e+03	6.370000000000000e+02	1.127400000000000e+04
21102	-1.127865314483643e-01	4.665678143501282e-01	4.401391446590424e-01	-5.427143573760986e-01	1.668691000000000e+06	2.056483745574951e+00	-1.602473974227905e+00	5.940000000000000e+02	-1.000000000000000e+00	1.178200000000000e+04	-2.700000000000000e+02	3.960000000000000e+02	-2.430000000000000e+02	1.495000000000000e+03	1.495000000000000e+03	1.655000000000000e+03	1.493000000000000e+03	6.370000000000000e+02	1.127400000000000e+04
21195	-5.802110210061073e-02	-4.076832830905914e-01	4.228752553462982e-01	-2.928029596805573e-01	1.668784000000000e+06	1.947859287261963e+00	-7.849111557006836e-01	5.940000000000000e+02	-1.000000000000000e+00	1.178200000000000e+04	-2.700000000000000e+02	3.960000000000000e+02	-2.430000000000000e+02	1.495000000000000e+03	1.495000000000000e+03	1.655000000000000e+03	1.493000000000000e+03	6.370000000000000e+02	1.127400000000000e+04
21286	-6.763064861297607e-02	-6.275168061256409e-01	3.876850605010986e-01	-2.282539159059525e-01	1.668875000000000e+06	1.885348677635193e+00	-3.499904870986938e-01	5.940000000000000e+02	-1.000000000000000e+00	1.178200000000000e+04	-2.700000000000000e+02	3.960000000000000e+02	-2.430000000000000e+02	1.495000000000000e+03	1.495000000000000e+03	1.655000000000000e+03	1.493000000000000e+03	6.370000000000000e+02	1.127400000000000e+04
21378	-1.023133471608162e-01	-4.096692502498627e-01	3.668482899665833e-01	-1.524566113948822e-01	1.668967000000000e+06	1.857964277267456e+00	-2.173033356666565e-02	5.940000000000000e+02	-1.000000000000000e+00	1.178200000000000e+04	-2.700000000000000e+02	3.960000000000000e+02	-2.430000000000000e+02	1.495000000000000e+03	1.495000000000000e+03	1.655000000000000e+03	1.493000000000000e+03	6.370000000000000e+02	1.127400000000000e+04
21436	-1.023133471608162e-01	-4.096692502498627e-01	3.668482899665833e-01	-1.524566113948822e-01	1.668967000000000e+06	1.857964277267456e+00	-2.173033356666565e-02	5.940000000000000e+02	-1.000000000000000e+00	1.178200000000000e+04	-2.700000000000000e+02	3.960000000000000e+02	-2.430000000000000e+02	1.495000000000000e+03	1.494000000000000e+03	1.655000000000000e+03	1.500000000000000e+03	6.370000000000000e+02	1.127400000000000e+04
21458	-1.023133471608162e-01	-4.096692502498627e-01	3.668482899665833e-01	-1.524566113948822e-01	1.668967000000000e+06	1.857964277267456e+00	-2.173033356666565e-02	5.940000000000000e+02	-1.000000000000000e+00	1.062500000000000e+04	-2.410000000000000e+02	4.380000000000000e+02	-2.380000000000000e+02	1.495000000000000e+03	1.494000000000000e+03	1.655000000000000e+03	1.500000000000000e+03	6.370000000000000e+02	1.127400000000000e+04
21470	-1.294296234846115e-01	-1.871767044067383e-01	3.732775449752808e-01	2.764362990856171e-01	1.669059000000000e+06	1.854725122451782e+00	9.787248075008392e-02	5.940000000000000e+02	-1.000000000000000e+00	1.062500000000000e+04	-2.410000000000000e+02	4.380000000000000e+02	-2.380000000000000e+02	1.495000000000000e+03	1.494000000000000e+03	1.655000000000000e+03	1.500000000000000e+03	6.370000000000000e+02	1.127400000000000e+04
21558	-1.492116898298264e-01	-1.851883083581924e-01	3.983102440834045e-01	4.142838716506958e-01	1.669147000000000e+06	1.858423233032227e+00	9.268847852945328e-02	5.940000000000000e+02	-1.000000000000000e+00	1.062500000000000e+04	-2.410000000000000e+02	4.380000000000000e+02	-2.380000000000000e+02	1.495000000000000e+03	1.494000000000000e+03	1.655000000000000e+03	1.500000000000000e+03	6.370000000000000e+02	1.127400000000000e+04
21650	-1.648220121860504e-01	-1.597729176282883e-01	4.288436770439148e-01	9.790299832820892e-02	1.669239000000000e+06	1.859697580337524e+00	1.438901871442795e-01	5.940000000000000e+02	-1.000000000000000e+00	1.062500000000000e+04	-2.410000000000000e+02	4.380000000000000e+02	-2.380000000000000e+02	1.495000000000000e+03	1.494000000000000e+03	1.655000000000000e+03	1.500000000000000e+03	6.370000000000000e+02	1.127400000000000e+04
21742	-1.820680350065231e-01	-1.243230327963829e-01	4.201470613479614e-01	-1.360092461109161e-01	1.669331000000000e+06	1.868764996528625e+00	1.151612773537636e-01	5.940000000000000e+02	-1.000000000000000e+00	1.062500000000000e+04	-2.410000000000000e+02	4.380000000000000e+02	-2.380000000000000e+02	1.495000000000000e+03	1.494000000000000e+03	1.655000000000000e+03	1.500000000000000e+03	6.370000000000000e+02	1.127400000000000e+04
21809	-1.820680350065231e-01	-1.243230327963829e-01	4.201470613479614e-01	-1.360092461109161e-01	1.669331000000000e+06	1.868764996528625e+00	1.151612773537636e-01	5.940000000000000e+02	-1.000000000000000e+00	1.062500000000000e+04	-2.410000000000000e+02	4.380000000000000e+02	-2.380000000000000e+02	1.464000000000000e+03	1.435000000000000e+03	1.644000000000000e+03	1.500000000000000e+03	6.370000000000000e+02	1.127400000000000e+04
21814	-1.820680350065231e-01	-1.243230327963829e-01	4.201470613479614e-01	-1.360092461109161e-01	1.669331000000000e+06	1.868764996528625e+00	1.151612773537636e-01	5.940000000000000e+02	-1.000000000000000e+00	1.071700000000000e+04	-2.170000000000000e+02	4.660000000000000e+02	-1.860000000000000e+02	1.464000000000000e+03	1.435000000000000e+03	1.644000000000000e+03	1.500000000000000e+03	6.370000000000000e+02	1.127400000000000e+04
21834	-1.856292933225632e-01	-1.993419043719769e-02	4.276770651340485e-01	2.478221207857132e-01	1.669423000000000e+06	1.868979096412659e+00	-9.781665354967117e-02	5.940000000000000e+02	-1.000000000000000e+00	1.071700000000000e+04	-2.170000000000000e+02	4.660000000000000e+02	-1.860000000000000e+02	1.464000000000000e+03	1.435000000000000e+03	1.644000000000000e+03	1.500000000000000e+03	6.370000000000000e+02	1.127400000000000e+04
21927	-1.796229332685471e-01	-7.547242939472198e-02	4.529806971549988e-01	2.918682396411896e-01	1.669516000000000e+06	1.853746056556702e+00	-2.603538036346436e-01	5.940000000000000e+02	-1.000000000000000e+00	1.071700000000000e+04	-2.170000000000000e+02	4.660000000000000e+02	-1.860000000000000e+02	1.464000000000000e+03	1.435000000000000e+03	1.644000000000000e+03	1.500000000000000e+03	6.370000000000000e+02	1.127400000000000e+04
22018	-1.704302579164505e-01	-1.216177791357040e-01	4.854565262794495e-01	2.484317123889923e-01	1.669607000000000e+06	1.822941780090332e+00	-4.074362814426422e-01	5.940000000000000e+02	-1.000000000000000e+00	1.071700000000000e+04	-2.170000000000000e+02	4.660000000000000e+02	-1.860000000000000e+02	1.464000000000000e+03	1.435000000000000e+03	1.644000000000000e+03	1.500000000000000e+03	6.370000000000000e+02	1.127400000000000e+04
22114	-1.556293815374374e-01	-1.033751964569092e-01	5.174881815910339e-01	4.990710914134979e-01	1.669703000000000e+06	1.776911973953247e+00	-7.040828466415405e-01	5.940000000000000e+02	-1.000000000000000e+00	1.071700000000000e+04	-2.170000000000000e+02	4.660000000000000e+02	-1.860000000000000e+02	1.464000000000000e+03	1.435000000000000e+03	1.644000000000000e+03	1.500000000000000e+03	6.370000000000000e+02	1.127400000000000e+04
22149	-1.556293815374374e-01	-1.033751964569092e-01	5.174881815910339e-01	4.990710914134979e-01	1.669703000000000e+06	1.776911973953247e+00	-7.040828466415405e-01	5.940000000000000e+02	-1.000000000000000e+00	1.071700000000000e+04	-2.170000000000000e+02	4.660000000000000e+02	-1.860000000000000e+02	1.432000000000000e+03	1.423000000000000e+03	1.644000000000000e+03	1.501000000000000e+03	6.370000000000000e+02	1.127400000000000e+04
22166	-1.556293815374374e-01	-1.033751964569092e-01	5.174881815910339e-01	4.990710914134979e-01	1.669703000000000e+06	1.776911973953247e+00	-7.040828466415405e-01	5.940000000000000e+02	-1.000000000000000e+00	9.978000000000000e+03	-1.980000000000000e+02	4.630000000000000e+02	-2.100000000000000e+02	1.432000000000000e+03	1.423000000000000e+03	1.644000000000000e+03	1.501000000000000e+03	6.370000000000000e+02	1.127400000000000e+04
22207	-1.223051324486732e-01	-6.650051474571228e-02	5.829501748085022e-01	6.845890879631042e-01	1.669796000000000e+06	1.713855385780334e+00	-7.934281826019287e-01	5.940000000000000e+02	-1.000000000000000e+00	9.978000000000000e+03	-1.980000000000000e+02	4.630000000000000e+02	-2.100000000000000e+02	1.432000000000000e+03	1.423000000000000e+03	1.644000000000000e+03	1.501000000000000e+03	6.370000000000000e+02	1.127400000000000e+04
22262	-1.223051324486732e-01	-6.650051474571228e-02	5.829501748085022e-01	6.845890879631042e-01	1.669796000000000e+06	1.713855385780334e+00	-7.934281826019287e-01	5.940000000000000e+02	-1.000000000000000e+00	9.978000000000000e+03	-1.980000000000000e+02	4.630000000000000e+02	-2.100000000000000e+02	1.432000000000000e+03	1.423000000000000e+03	1.644000000000000e+03	1.501000000000000e+03	7.540000000000000e+02	1.118700000000000e+04
22264	-1.223051324486732e-01	-6.650051474571228e-02	5.829501748085022e-01	6.845890879631042e-01	1.669796000000000e+06	1.713855385780334e+00	-7.934281826019287e-01	5.980000000000000e+02	-1.000000000000000e+00	9.978000000000000e+03	-1.980000000000000e+02	4.630000000000000e+02	-2.100000000000000e+02	1.432000000000000e+03	1.423000000000000e+03	1.644000000000000e+03	1.501000000000000e+03	7.540000000000000e+02	1.118700000000000e+04
22299	-8.502481877803802e-02	-9.786881506443024e-02	6.482713222503662e-01	4.830943346023560e-01	1.669888000000000e+06	1.651349902153015e+00	-7.868885397911072e-01	5.980000000000000e+02	-1.000000000000000e+00	9.978000000000000e+03	-1.980000000000000e+02	4.630000000000000e+02	-2.100000000000000e+02	1.432000000000000e+03	1.423000000000000e+03	1.644000000000000e+03	1.501000000000000e+03	7.540000000000000e+02	1.118700000000000e+04
22390	-5.903180316090584e-02	-1.523700058460236e-01	6.772850155830383e-01	1.808484047651291e-01	1.669979000000000e+06	1.599703431129456e+00	-5.489101409912109e-01	5.980000000000000e+02	-1.000000000000000e+00	9.978000000000000e+03	-1.980000000000000e+02	4.630000000000000e+02	-2.100000000000000e+02	1.432000000000000e+03	1.423000000000000e+03	1.644000000000000e+03	1.501000000000000e+03	7.540000000000000e+02	1.118700000000000e+04
22478	-4.326600953936577e-02	-7.057508826255798e-02	6.984732747077942e-01	2.361164838075638e-01	1.670067000000000e+06	1.566807627677917e+00	-3.202264606952667e-01	5.980000000000000e+02	-1.000000000000000e+00	9.978000000000000e+03	-1.980000000000000e+02	4.630000000000000e+02	-2.100000000000000e+02	1.432000000000000e+03	1.423000000000000e+03	1.644000000000000e+03	1.501000000000000e+03	7.540000000000000e+02	1.118700000000000e+04
22489	-4.326600953936577e-02	-7.057508826255798e-02	6.984732747077942e-01	2.361164838075638e-01	1.670067000000000e+06	1.566807627677917e+00	-3.202264606952667e-01	5.980000000000000e+02	-1.000000000000000e+00	9.978000000000000e+03	-1.980000000000000e+02	4.630000000000000e+02	-2.100000000000000e+02	1.405000000000000e+03	1.541000000000000e+03	1.644000000000000e+03	1.501000000000000e+03	7.540000000000000e+02	1.118700000000000e+04
22518	-4.326600953936577e-02	-7.057508826255798e-02	6.984732747077942e-01	2.361164838075638e-01	1.670067000000000e+06	1.566807627677917e+00	-3.202264606952667e-01	5.980000000000000e+02	-1.000000000000000e+00	8.941000000000000e+03	-2.310000000000000e+02	4.230000000000000e+02	-2.710000000000000e+02	1.405000000000000e+03	1.541000000000000e+03	1.644000000000000e+03	1.501000000000000e+03	7.540000000000000e+02	1.118700000000000e+04
22570	-4.033963382244110e-02	-7.338508963584900e-02	7.146875858306885e-01	2.370472401380539e-01	1.670159000000000e+06	1.559889078140259e+00	6.116301566362381e-02	5.980000000000000e+02	-1.000000000000000e+00	8.941000000000000e+03	-2.310000000000000e+02	4.230000000000000e+02	-2.710000000000000e+02	1.405000000000000e+03	1.541000000000000e+03	1.644000000000000e+03	1.501000000000000e+03	7.540000000000000e+02	1.118700000000000e+04
22662	-5.408062040805817e-02	-1.075250431895256e-01	7.444229722023010e-01	4.025745093822479e-01	1.670251000000000e+06	1.567339181900024e+00	1.909618377685547e-01	5.980000000000000e+02	-1.000000000000000e+00	8.941000000000000e+03	-2.310000000000000e+02	4.230000000000000e+02	-2.710000000000000e+02	1.405000000000000e+03	1.541000000000000e+03	1.644000000000000e+03	1.501000000000000e+03	7.540000000000000e+02	1.118700000000000e+04
22755	-7.517305016517639e-02	-8.376614749431610e-02	7.992909550666809e-01	8.998496532440186e-01	1.670344000000000e+06	1.579336285591125e+00	1.754256784915924e-01	5.980000000000000e+02	-1.000000000000000e+00	8.941000000000000e+03	-2.310000000000000e+02	4.230000000000000e+02	-2.710000000000000e+02	1.405000000000000e+03	1.541000000000000e+03	1.644000000000000e+03	1.501000000000000e+03	7.540000000000000e+02	1.118700000000000e+04
22846	-9.329675137996674e-02	-4.281547665596008e-02	8.832888007164001e-01	7.746852636337280e-01	1.670435000000000e+06	1.589146733283997e+00	2.434160411357880e-01	5.980000000000000e+02	-1.000000000000000e+00	8.941000000000000e+03	-2.310000000000000e+02	4.230000000000000e+02	-2.710000000000000e+02	1.405000000000000e+03	1.541000000000000e+03	1.644000000000000e+03	1.501000000000000e+03	7.540000000000000e+02	1.118700000000000e+04
22864	-9.329675137996674e-02	-4.281547665596008e-02	8.832888007164001e-01	7.746852636337280e-01	1.670435000000000e+06	1.589146733283997e+00	2.434160411357880e-01	5.980000000000000e+02	-1.000000000000000e+00	8.941000000000000e+03	-2.310000000000000e+02	4.230000000000000e+02	-2.710000000000000e+02	1.480000000000000e+03	1.528000000000000e+03	1.644000000000000e+03	1.502000000000000e+03	7.540000000000000e+02	1.118700000000000e+04
22874	-9.329675137996674e-02	-4.281547665596008e-02	8.832888007164001e-01	7.746852636337280e-01	1.670435000000000e+06	1.589146733283997e+00	2.434160411357880e-01	5.980000000000000e+02	-1.000000000000000e+00	9.144000000000000e+03	-2.780000000000000e+02	4.190000000000000e+02	-1.570000000000000e+02	1.480000000000000e+03	1.528000000000000e+03	1.644000000000000e+03	1.502000000000000e+03	7.540000000000000e+02	1.118700000000000e+04
22935	-1.246408894658089e-01	4.025527834892273e-02	9.186757802963257e-01	1.915340423583984e-01	1.670524000000000e+06	1.618232488632202e+00	5.704294443130493e-01	5.980000000000000e+02	-1.000000000000000e+00	9.144000000000000e+03	-2.780000000000000e+02	4.190000000000000e+02	-1.570000000000000e+02	1.480000000000000e+03	1.528000000000000e+03	1.644000000000000e+03	1.502000000000000e+03	7.540000000000000e+02	1.118700000000000e+04
23031	-1.513358354568481e-01	2.473029494285583e-01	9.453823566436768e-01	3.715559542179108e-01	1.670620000000000e+06	1.661755084991455e+00	4.119236767292023e-01	5.980000000000000e+02	-1.000000000000000e+00	9.144000000000000e+03	-2.780000000000000e+02	4.190000000000000e+02	-1.570000000000000e+02	1.480000000000000e+03	1.528000000000000e+03	1.644000000000000e+03	1.502000000000000e+03	7.540000000000000e+02	1.118700000000000e+04
23162	-1.629761159420013e-01	4.773550033569336e-01	9.808882474899292e-01	3.180788457393646e-01	1.670751000000000e+06	1.737483501434326e+00	2.556645870208740e-01	5.980000000000000e+02	-1.000000000000000e+00	9.144000000000000e+03	-2.780000000000000e+02	4.190000000000000e+02	-1.570000000000000e+02	1.480000000000000e+03	1.528000000000000e+03	1.644000000000000e+03	1.502000000000000e+03	7.540000000000000e+02	1.118700000000000e+04
23204	-1.629761159420013e-01	4.773550033569336e-01	9.808882474899292e-01	3.180788457393646e-01	1.670751000000000e+06	1.737483501434326e+00	2.556645870208740e-01	5.980000000000000e+02	-1.000000000000000e+00	9.144000000000000e+03	-2.780000000000000e+02	4.190000000000000e+02	-1.570000000000000e+02	1.499000000000000e+03	1.404000000000000e+03	1.608000000000000e+03	1.553000000000000e+03	7.540000000000000e+02	1.118700000000000e+04
23223	-1.629761159420013e-01	4.773550033569336e-01	9.808882474899292e-01	3.180788457393646e-01	1.670751000000000e+06	1.737483501434326e+00	2.556645870208740e-01	5.980000000000000e+02	-1.000000000000000e+00	1.017900000000000e+04	-3.780000000000000e+02	4.050000000000000e+02	-4.500000000000000e+01	1.499000000000000e+03	1.404000000000000e+03	1.608000000000000e+03	1.553000000000000e+03	7.540000000000000e+02	1.118700000000000e+04
23254	-1.597159951925278e-01	5.066010355949402e-01	9.693103432655334e-01	-3.305233418941498e-01	1.670843000000000e+06	1.798959970474243e+00	2.915205955505371e-01	5.980000000000000e+02	-1.000000000000000e+00	1.017900000000000e+04	-3.780000000000000e+02	4.050000000000000e+02	-4.500000000000000e+01	1.499000000000000e+03	1.404000000000000e+03	1.608000000000000e+03	1.553000000000000e+03	7.540000000000000e+02	1.118700000000000e+04
23342	-1.433451771736145e-01	7.117116451263428e-01	9.298096299171448e-01	-6.259210407733917e-02	1.670931000000000e+06	1.854239821434021e+00	-1.346894502639771e-01	5.980000000000000e+02	-1.000000000000000e+00	1.017900000000000e+04	-3.780000000000000e+02	4.050000000000000e+02	-4.500000000000000e+01	1.499000000000000e+03	1.404000000000000e+03	1.608000000000000e+03	1.553000000000000e+03	7.540000000000000e+02	1.118700000000000e+04
23435	-6.086458265781403e-02	9.035346508026123e-01	9.505661129951477e-01	6.736397147178650e-01	1.671024000000000e+06	1.893451333045959e+00	-8.017134070396423e-01	5.980000000000000e+02	-1.000000000000000e+00	1.017900000000000e+04	-3.780000000000000e+02	4.050000000000000e+02	-4.500000000000000e+01	1.499000000000000e+03	1.404000000000000e+03	1.608000000000000e+03	1.553000000000000e+03	7.540000000000000e+02	1.118700000000000e+04
23526	4.863329231739044e-02	8.605186939239502e-01	1.003904104232788e+00	5.718634128570557e-01	1.671115000000000e+06	1.926753282546997e+00	-8.223361968994141e-01	5.980000000000000e+02	-1.000000000000000e+00	1.017900000000000e+04	-3.780000000000000e+02	4.050000000000000e+02	-4.500000000000000e+01	1.499000000000000e+03	1.404000000000000e+03	1.608000000000000e+03	1.553000000000000e+03	7.540000000000000e+02	1.118700000000000e+04
23579	4.863329231739044e-02	8.605186939239502e-01	1.003904104232788e+00	5.718634128570557e-01	1.671115000000000e+06	1.926753282546997e+00	-8.223361968994141e-01	5.980000000000000e+02	-1.000000000000000e+00	1.114000000000000e+04	-5.230000000000000e+02	2.260000000000000e+02	-1.350000000000000e+02	1.466000000000000e+03	1.359000000000000e+03	1.608000000000000e+03	1.540000000000000e+03	7.540000000000000e+02	1.118700000000000e+04
23619	1.318258494138718e-01	5.919433832168579e-01	1.040038585662842e+00	1.358577162027359e-01	1.671208000000000e+06	1.956860542297363e+00	-5.466229915618896e-01	5.980000000000000e+02	-1.000000000000000e+00	1.114000000000000e+04	-5.230000000000000e+02	2.260000000000000e+02	-1.350000000000000e+02	1.466000000000000e+03	1.359000000000000e+03	1.608000000000000e+03	1.540000000000000e+03	7.540000000000000e+02	1.118700000000000e+04
23710	1.857478320598602e-01	5.002272129058838e-01	1.021119713783264e+00	-4.439354538917542e-01	1.671299000000000e+06	1.994371652603149e+00	-1.782087981700897e-01	5.980000000000000e+02	-1.000000000000000e+00	1.114000000000000e+04	-5.230000000000000e+02	2.260000000000000e+02	-1.350000000000000e+02	1.466000000000000e+03	1.359000000000000e+03	1.608000000000000e+03	1.540000000000000e+03	7.540000000000000e+02	1.118700000000000e+04
23802	2.086308151483536e-01	4.967085123062134e-01	1.001756310462952e+00	-7.714194804430008e-02	1.671391000000000e+06	2.039242506027222e+00	8.152898401021957e-03	5.980000000000000e+02	-1.000000000000000e+00	1.114000000000000e+04	-5.230000000000000e+02	2.260000000000000e+02	-1.350000000000000e+02	1.466000000000000e+03	1.359000000000000e+03	1.608000000000000e+03	1.540000000000000e+03	7.540000000000000e+02	1.118700000000000e+04
23859	2.086308151483536e-01	4.967085123062134e-01	1.001756310462952e+00	-7.714194804430008e-02	1.671391000000000e+06	2.039242506027222e+00	8.152898401021957e-03	5.980000000000000e+02	-1.000000000000000e+00	1.114000000000000e+04	-5.230000000000000e+02	2.260000000000000e+02	-1.350000000000000e+02	1.466000000000000e+03	1.359000000000000e+03	1.608000000000000e+03	1.540000000000000e+03	6.310000000000000e+02	1.117400000000000e+04
23891	2.159833163022995e-01	4.658856689929962e-01	9.964681267738342e-01	-1.587822735309601e-01	1.671480000000000e+06	2.089841127395630e+00	4.109159708023071e-01	5.980000000000000e+02	-1.000000000000000e+00	1.114000000000000e+04	-5.230000000000000e+02	2.260000000000000e+02	-1.350000000000000e+02	1.466000000000000e+03	1.359000000000000e+03	1.608000000000000e+03	1.540000000000000e+03	6.310000000000000e+02	1.117400000000000e+04
23894	2.159833163022995e-01	4.658856689929962e-01	9.964681267738342e-01	-1.587822735309601e-01	1.671480000000000e+06	2.089841127395630e+00	4.109159708023071e-01	6.010000000000000e+02	-1.000000000000000e+00	1.114000000000000e+04	-5.230000000000000e+02	2.260000000000000e+02	-1.350000000000000e+02	1.466000000000000e+03	1.359000000000000e+03	1.608000000000000e+03	1.540000000000000e+03	6.310000000000000e+02	1.117400000000000e+04
23919	2.159833163022995e-01	4.658856689929962e-01	9.964681267738342e-01	-1.587822735309601e-01	1.671480000000000e+06	2.089841127395630e+00	4.109159708023071e-01	6.010000000000000e+02	-1.000000000000000e+00	1.114000000000000e+04	-5.230000000000000e+02	2.260000000000000e+02	-1.350000000000000e+02	1.670000000000000e+03	1.485000000000000e+03	1.577000000000000e+03	1.527000000000000e+03	6.310000000000000e+02	1.117400000000000e+04
23935	2.159833163022995e-01	4.658856689929962e-01	9.964681267738342e-01	-1.587822735309601e-01	1.671480000000000e+06	2.089841127395630e+00	4.109159708023071e-01	6.010000000000000e+02	-1.000000000000000e+00	1.215700000000000e+04	-6.280000000000000e+02	-6.200000000000000e+01	-2.360000000000000e+02	1.670000000000000e+03	1.485000000000000e+03	1.577000000000000e+03	1.527000000000000e+03	6.310000000000000e+02	1.117400000000000e+04
23986	1.936810612678528e-01	5.191327929496765e-01	9.921162724494934e-01	-1.104805767536163e-01	1.671575000000000e+06	2.166819810867310e+00	7.045934200286865e-01	6.010000000000000e+02	-1.000000000000000e+00	1.215700000000000e+04	-6.280000000000000e+02	-6.200000000000000e+01	-2.360000000000000e+02	1.670000000000000e+03	1.485000000000000e+03	1.577000000000000e+03	1.527000000000000e+03	6.310000000000000e+02	1.117400000000000e+04
